Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
1,-7.030308144,3.421990905,-9.525071773,5.270891009,-4.024630276,-2.865681618,-6.989194734,3.791550938,-4.622730336,-8.409664876,6.309044006,-8.576761433,0.246746717,-11.53404602,-0.364265139,-5.452494658,-11.88757002,-3.56358481,0.876018768,0.545698041,1.103397745,-0.541854752,0.036943222,-0.355519004,0.353634382,1.042457993,1.359515632,-0.272188101,0
1,0.287952772,1.728734645,-1.652173046,3.813544188,-1.090927154,-0.984744666,-2.202317927,0.555087932,-2.033892048,-2.734155555,2.368433673,-3.656802651,-0.169534683,-4.74441333,0.765192829,-2.479513556,-4.931111968,-2.547402527,-0.902689803,0.26525021,0.26220151,-0.633527564,0.09289101,0.187612656,0.368708354,-0.132474029,0.576560757,0.309842705,0
1,1.204934242,3.238069511,-6.010324404,5.720846677,1.548399778,-2.321063516,-0.781880413,0.076619238,-2.976249051,-4.070256863,3.394152086,-4.547742185,-0.063634196,-10.51646521,0.053267384,0.204079529,0.462929331,0.841169059,-2.221383853,0.338160709,0.09834147,-0.84586592,-0.031227769,0.42114641,0.388361412,0.056034744,0.491827823,0.340846686,0
1,1.08043337,0.962830681,-0.278065478,2.743318063,0.412364076,-0.320778353,0.041289549,0.1761703,-0.966951551,-0.194120467,2.140056816,-0.276308753,-1.191305738,-1.880275403,0.398271956,1.367433022,1.5226617,1.026317483,-1.577070478,-0.172658645,-0.008996174,-0.057036144,-0.053691509,-0.026373277,0.400299731,0.072827771,0.027042934,0.063237573,0
1,-4.696795224,2.693867479,-4.475132713,5.467684549,-1.556758075,-1.549420289,-4.104214873,0.553934075,-1.498468131,-4.594951763,5.275505851,-11.34902855,0.374549235,-8.138694884,0.548570894,-6.653594347,-10.24675541,-4.191066267,0.991486122,-0.158970549,0.573898081,-0.080162775,0.318407817,-0.245862203,0.338238432,0.032270621,-1.508457934,0.608074683,0
1,1.176632673,3.141918139,-6.140444836,5.521820589,1.768514889,-1.727185698,-0.93242891,0.292796545,-3.156826558,-3.898240381,4.77672033,-4.15249885,-0.472990803,-10.25885148,-0.533455592,0.458138563,0.167601789,1.404310894,-1.874015263,0.329567973,0.12937163,-0.803020814,-0.074098356,-0.031084405,0.375366225,0.065896784,0.488257739,0.32587163,0
1,-10.64579965,5.918306659,-11.67104259,8.807369179,-7.975501366,-3.586806344,-13.61679705,6.428169346,-7.368451293,-12.88815829,6.854953114,-13.21169503,1.035612343,-13.77895564,1.040448355,-11.29032781,-20.57802205,-7.547824112,3.118479766,-0.046170179,2.571969593,0.206809359,-1.6678014,0.558418754,-0.027897877,0.354253782,0.273328727,-0.152908081,0
1,1.079523978,0.872988039,-0.303850487,2.755368851,0.301687623,-0.350283737,-0.042847968,0.246624608,-0.779175596,-0.157696446,1.928567632,-0.935863286,-2.431446445,-1.633472024,0.534336653,1.425605504,1.593528786,1.178467846,-1.568697558,-0.252115099,-0.023254785,-0.158600834,-0.038806158,-0.060327255,0.358338898,0.07698357,0.018935832,0.060574149,0
1,1.183931209,3.057250305,-6.161997335,5.543972483,1.61704137,-1.848006038,-1.005508101,0.339936724,-2.959806282,-3.851721665,4.51335526,-4.858311644,-1.765734193,-10.00624343,-0.439394417,0.574874857,0.188469553,1.649223521,-1.796738631,0.252571164,0.109184861,-0.931071823,-0.06417504,-0.00701252,0.345419479,0.064557748,0.476629439,0.323740181,0
1,-4.991757794,5.213339823,-9.111326298,8.431986352,-3.435515672,-1.827565102,-7.114302844,3.431206631,-3.87564287,-6.868508507,7.15062517,-10.26298404,2.733084936,-10.12752478,-0.262783621,-5.190271038,-8.65571104,-2.024443474,1.56047928,0.098132192,1.189422839,0.247858476,0.29444833,-0.548503502,-0.174616567,0.406702503,-0.402339273,-0.882885795,0
