V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0.4598813731144985,0.5248879060307371,-0.7044972599109951,1.533778707526415,0.3998014709694945,-0.08119556754248469,-0.2640823830584295,0.13890645937454396,-0.5212623624292312,-0.7599404020095372,1.459546540786545,-1.713558841169825,0.7598469380230937,-1.3611605576270418,-2.261320109220018,-0.4575588239186972,-0.6538559716075648,-0.1365320995776136,-0.6983823577314313,0.2756381688580483,0.0267157876407769,-0.8619365757134341,-0.0570379356076684,-1.0742735770710041,0.685625861027466,0.08839221082576208,0.8426835621084254,0.921907937762068,-0.428387628449343
-0.11014041051787907,0.9050506608183169,-0.521318503082535,1.5555032597812388,0.0985530863367935,-0.6758906933652985,-0.4541427849636841,0.11365472049685549,-1.3059787921302233,-1.324915851434719,2.402962509410915,-2.38184985155839,1.735896998007856,-2.058494322383396,-2.820389615908659,-1.714176092071808,-1.9163719155245533,-1.3622588579627102,-0.6281854610204803,0.7980538390241261,0.4115139935177481,0.6798246100545102,-0.4096554797913798,-0.6974758160142571,0.5700872518147102,0.3988004202710082,0.9847408408953124,0.5307664420448012,-0.428387628449343
-0.1916834346773985,0.26563056421733566,0.09969172938017175,0.9004510354921105,0.1071266598422207,-0.5940439892108219,-0.18549467132319752,0.2986671898783505,-0.9625327903940649,-0.2907045361496926,0.8515464394030519,-0.26919780314678154,-0.5305468160461209,-0.5350592947518302,0.4239571334470762,0.02360504502781279,-0.16127974159430378,0.3254147353025239,0.2061168185070696,0.00852507030557689,0.1316277342262684,-0.026324565558569907,-0.3572441293301858,0.60488914752053,0.061680485779035586,0.3562150490488329,0.21795482650319037,-0.4013289551211165,-0.428387628449343
-1.1971640011998563,0.7101715123598211,-1.4102714107641283,1.3391701269284702,-0.8837568546477501,-1.5041905769278805,-1.1081426638688658,0.9221496047994712,-1.8797938287922935,-1.781278214665067,2.1136459021398557,-1.7313241787068774,0.2966285557879681,-2.327246813596782,-0.3431660437538844,-1.4395628317653764,-1.9642272827354241,-1.417365592946107,0.6203954376630836,0.4139364592170478,0.3962488920713109,-0.5308824761693227,0.0382004957778876,-0.5628677445712802,0.5320119376887162,2.1729215750864683,1.6019266527518594,-0.7249239310301366,-0.428387628449343
0.10121434716086676,0.7225396140147234,-0.8227151245365141,1.2224438906761448,-0.3771610028157905,-1.1411020969513417,-0.8400407288251674,0.2849414961525941,-1.7310856796648395,-1.6991673989783502,2.4686423356619507,-1.9551900457381,-0.2548750246343328,-2.687777393266457,-0.11128988433811762,-1.7500731515502874,-2.1327921843233457,-1.5557088979221732,0.7392008042358491,0.979123004435878,0.3796142911758807,-0.5107745805692517,-0.2428258205000007,-0.6498641681912373,1.3736793534333338,2.4320497812761905,1.6208014134367223,1.7904870279471556,-0.428387628449343
-1.0678045596692967,0.17688031581234046,-0.7123250425807364,0.2298403096200435,0.0806378843273493,-1.824567308413333,-0.7034534531879467,0.6237883828088668,-0.7172259914402012,-1.421567712269863,1.1418930364944044,-0.6764948731352852,-0.9552095819407508,-1.2338021642491883,-0.8401856081965793,-0.8922222861893969,-0.6043680661003824,-0.32696784886518127,0.8662700175248409,-0.805058039467331,0.1875971714892816,-0.2469707454946725,-1.831454183000468,-0.2220007962196464,1.8179621311181235,-0.5664019964679988,0.8718819664986489,-1.8786420076841253,-0.428387628449343
0.07649412413399276,0.9946808904861849,-0.7422934109353829,1.3507648898436602,0.6737788079044356,-1.0792890315128854,0.023119532933833783,0.09997537149252518,-1.5898035060747768,-1.219611327212314,0.9872662518050528,-1.572375854364208,-1.5898095749291243,-2.5558105624116965,-0.19016618369424743,-0.07255979321029461,-0.24361509612911567,0.3631415912294673,-1.7966660798281704,0.4002636308214909,0.0777803111223656,-0.9326399428900988,-0.28709904063251,-0.32949757660129453,0.3956340680509113,0.08536417189012188,0.9564223720344732,1.2935747617816966,-0.428387628449343
-0.8931343851165484,1.2545688038270568,-1.0271651054885296,2.320296920500008,-0.5250886604064959,-0.687655180614526,-0.9715940801913748,0.7160971899319959,-1.8230723272482343,-1.4969631498709557,2.470980869881702,-2.266640378966791,2.603308966486351,-2.0078381898096045,-0.16704363140770231,-1.4571542521296854,-1.329281698496245,-0.6167436961828738,1.5974994734523964,0.10592684425519369,0.4592247106794934,0.4350779518383253,-0.0705738542246617,-0.8474636387759088,-0.275275288463173,0.952127183352508,-0.24544392046957572,-1.2457239870443484,-0.428387628449343
0.5518348924596863,0.6254749772435652,-0.764596212113728,1.4256499840706105,0.7551943021271107,-0.7841766509100271,0.14713688701309338,0.013187742341505486,-1.1540102696575578,-0.5884199332333141,1.4912004028062422,-0.5918143439057718,-0.4104633145539055,-2.011794325297665,-0.5153036654881348,0.5661781594684937,0.4354202964117776,1.02372012717573,-1.8613557482185976,0.2047095963820917,-0.0434698797212523,-0.7908903746354651,-0.0492443301620844,-0.002188310433367879,0.5650778263117114,0.12100417186144918,0.5041220087888448,0.7763233148680145,-0.428387628449343
-5.720415223149078,6.167206699556457,-4.719367096658212,3.567787012718033,-4.837454161812327,4.144370833625,-8.26200008121144,-10.191608546471013,-6.242374024829888,-6.01009838322095,0.9357495122930884,-1.9969980897515225,-2.96805052247334,0.5853841912682526,-2.858645365715,-1.8271832948159756,-2.1772088388776325,-2.4246476652271887,-0.3947159270017535,9.99290896722694,-9.787046109863253,8.333472618017202,3.8750144311704,0.22145874629888096,-2.301665575286852,0.0008479448178047929,-6.925073835468776,-0.5030801835858087,-0.428387628449343
-1.9676692095389843,1.4650799525468403,-1.8196518711089185,2.557974729111672,-2.001506291058404,-1.960248289559656,-2.4817294757754174,1.6071321184396148,-3.2392276186970856,-2.965429243491598,2.3353997473893413,-2.925094285780914,1.071633964616388,-2.8825835119766428,1.0860164886385866,-3.4205995185536304,-3.6941090717212486,-3.375109926795431,2.644090482286303,-0.1590274602793806,1.0592276349889942,0.2144616189533147,-1.3042794962021758,1.0165757135930324,-0.048505010743764815,0.7268901491918494,0.23330659421218447,-0.4255076817263085,-0.428387628449343
-0.9279118294307309,-2.8655566499912,0.41758474471162205,1.9181935749051573,3.0501915684178926,-3.3429743283516635,-0.8510842315356701,0.12462622257940209,-0.12390776993741752,1.1532141173445678,-1.0483711607875672,0.46470172555752554,0.1657234246065259,0.7695019853543797,0.3977531133408146,0.18187206144626777,0.4672416430895706,0.37862659913582003,1.010180745471099,2.299258236312317,0.2955755641441132,-0.12128774628189551,1.7742581734632807,1.2013637983762688,-2.881832633210001,-0.2712826076920123,-0.018773740746021533,1.4237726603174277,-0.428387628449343
0.5533902992396271,0.5998706592014521,-0.7687077181474096,1.433284367504193,0.7123406031233831,-0.860586522757624,0.13199104569728806,0.025434565092530788,-1.056463568923843,-0.5761199965539635,1.3842188263477302,-0.7736029708696988,-1.6804934520784771,-1.9493051634973888,-0.4196040165130881,0.605791981082164,0.43957413844391113,1.144063377531379,-1.7916179300879598,0.1301720693066257,-0.0525830863739715,-0.9183735303395132,-0.0414297560539307,0.039412095016708226,0.5195126265328832,0.11819063467952659,0.48947008787775903,0.7709729597526951,-0.428387628449343
-0.06959455107779987,0.08192577770396946,0.30485625911435543,0.6238397577105548,0.1371130061310955,-0.4899564482306239,-0.14479104326055714,0.12235580223939338,-0.29224090788698964,-0.3500370169113352,-0.1455188547903454,-0.7061996762893538,-1.83967220407949,-0.6507868991497655,-1.2421064857376765,-0.4496947298201308,-0.6641751812018764,-0.6366556509475082,-0.7149913099117802,-0.11167029956691511,0.0711105719709487,-0.2044340543714601,-0.2559947516909427,0.4612400457331178,0.3682462810883312,-0.11038553708413851,0.5324364002165197,0.5129534423953018,-0.428387628449343
-0.7627241305681837,1.2518916114102736,-1.331342418962711,2.428603559508738,-0.7170891751405746,-0.847659152248611,-1.1340716260734465,0.828533650197983,-1.5099033842787992,-1.3737836107366592,2.455504750932938,-2.165626439997516,2.739282290965193,-1.97930725528942,-0.23991679505956512,-1.3505786833944258,-1.320908157933547,-0.6610743661529034,1.2380825892389844,-0.01933411421530621,0.4350844510922512,0.2553287000867768,0.2409848019205265,-0.8963785337088745,-0.2717435028703537,0.8370936289174028,-0.6180503623637051,-2.2578949432413764,-0.428387628449343
